Codice Univoco Submisura;Regione;stato di avanzamento;Descrizione Regione;missione;Descrizione Submisura;progetto;in gara;aggiudicato;importo;progetto_n;in_gara_n;aggiudicato_n;projects_n;importo_procapite;progetto_procapite;in_gara_procapite;aggiudicato_procapite;popolazione
M3C1I1.02.02;007;progetto;LIGURIA;M3;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Liguria-Alpi) (M3C1I1.02.02);3941797699;0;0;3941797699;2;0;0;2;2623.276148257981;2623.276148257981;0;0;1502624
M3C1I1.02.02;003;progetto;LOMBARDIA;M3;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Liguria-Alpi) (M3C1I1.02.02);406629853.5;0;0;406629853.5;2;0;0;2;40.864274593794114;40.864274593794114;0;0;9950742
M3C1I1.02.02;001;progetto;PIEMONTE;M3;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Liguria-Alpi) (M3C1I1.02.02);3863279742.5;0;0;3863279742.5;4;0;0;4;910.9927480748624;910.9927480748624;0;0;4240736
M3C1I1.02.03;004;progetto;TRENTINO ALTO ADIGE / SÜDTIROL;M3;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Verona-Brennero - opere di adduzione) (M3C1I1.02.03);1448839988;0;0;1448839988;1;0;0;1;1347.3608136019425;1347.3608136019425;0;0;1075317
M3C1I1.03.01;012;progetto;LAZIO;M3;Collegamenti diagonali (Roma-Pescara) (M3C1I1.03.01);360000000;0;0;360000000;1;0;0;1;63.079189614642225;63.079189614642225;0;0;5707112
M3C1I1.03.01;013;progetto;ABRUZZO;M3;Collegamenti diagonali (Roma-Pescara) (M3C1I1.03.01);360000000;0;0;360000000;1;0;0;1;283.49581843667806;283.49581843667806;0;0;1269860
M3C1I1.03.02;011;progetto;MARCHE;M3;Collegamenti diagonali (Orte-Falconara) (M3C1I1.03.02);354550000;0;0;354550000;3;0;0;3;239.4250826727281;239.4250826727281;0;0;1480839
M3C1I1.03.02;012;progetto;LAZIO;M3;Collegamenti diagonali (Orte-Falconara) (M3C1I1.03.02);18000000;0;0;18000000;1;0;0;1;3.153959480732111;3.153959480732111;0;0;5707112
M3C1I1.03.02;010;progetto;UMBRIA;M3;Collegamenti diagonali (Orte-Falconara) (M3C1I1.03.02);286550000;0;0;286550000;1;0;0;1;335.4848226923784;335.4848226923784;0;0;854137
M3C1I1.03.03;015;progetto;CAMPANIA;M3;Collegamenti diagonali (Taranto-Metaponto-Potenza-Battipaglia) (M3C1I1.03.03);249599996;0;0;249599996;2;0;0;2;44.63379561619585;44.63379561619585;0;0;5592175
M3C1I1.03.03;016;progetto;PUGLIA;M3;Collegamenti diagonali (Taranto-Metaponto-Potenza-Battipaglia) (M3C1I1.03.03);214600000;0;0;214600000;1;0;0;1;55.013622664997285;55.013622664997285;0;0;3900852
M3C1I1.03.03;017;progetto;BASILICATA;M3;Collegamenti diagonali (Taranto-Metaponto-Potenza-Battipaglia) (M3C1I1.03.03);249599996;0;0;249599996;2;0;0;2;465.0998045313691;465.0998045313691;0;0;536659
M3C1I1.04.00;003;progetto;LOMBARDIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);69405008.42222223;0;0;69405008.42222223;5;0;0;5;6.974857595767454;6.974857595767454;0;0;9950742
M3C1I1.04.00;001;progetto;PIEMONTE;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);87796053.42222223;0;0;87796053.42222223;7;0;0;7;20.703022640933607;20.703022640933607;0;0;4240736
M3C1I1.04.00;012;progetto;LAZIO;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);240860011.60984847;0;0;240860011.60984847;4;0;0;4;42.203484285895996;42.203484285895996;0;0;5707112
M3C1I1.04.00;005;progetto;VENETO;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);65167818.88055556;0;0;65167818.88055556;5;0;0;5;13.469287133301124;13.469287133301124;0;0;4838253
M3C1I1.04.00;014;progetto;MOLISE;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);48318184.31818182;0;0;48318184.31818182;2;0;0;2;166.70640463076808;166.70640463076808;0;0;289840
M3C1I1.04.00;010;progetto;UMBRIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);51484848.484848484;0;0;51484848.484848484;2;0;0;2;60.277038092072445;60.277038092072445;0;0;854137
M3C1I1.04.00;008;progetto;EMILIA-ROMAGNA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);43126077.68055556;0;0;43126077.68055556;4;0;0;4;9.741759508805215;9.741759508805215;0;0;4426929
M3C1I1.04.00;002;progetto;VALLE D'AOSTA / VALLÉE D'AOSTE;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);25972222.222222224;0;0;25972222.222222224;2;0;0;2;211.23355879974156;211.23355879974156;0;0;122955
M3C1I1.04.00;013;progetto;ABRUZZO;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);51484848.484848484;0;0;51484848.484848484;2;0;0;2;40.54372016194579;40.54372016194579;0;0;1269860
M3C1I1.04.00;009;progetto;TOSCANA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);240526678.27651516;0;0;240526678.27651516;4;0;0;4;65.87692823429842;65.87692823429842;0;0;3651152
M3C1I1.04.00;019;progetto;SICILIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);136807863.9431818;0;0;136807863.9431818;4;0;0;4;28.48967265897944;28.48967265897944;0;0;4802016
M3C1I1.04.00;011;progetto;MARCHE;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);33930555.18055556;0;0;33930555.18055556;3;0;0;3;22.913061568850875;22.913061568850875;0;0;1480839
M3C1I1.04.00;007;progetto;LIGURIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);35167744.722222224;0;0;35167744.722222224;3;0;0;3;23.404221363576134;23.404221363576134;0;0;1502624
M3C1I1.04.00;006;progetto;FRIULI-VENEZIA GIULIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);60792819.255555555;0;0;60792819.255555555;4;0;0;4;50.99251651417898;50.99251651417898;0;0;1192191
M3C1I1.04.00;015;progetto;CAMPANIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);54526518.109848484;0;0;54526518.109848484;3;0;0;3;9.750502820431851;9.750502820431851;0;0;5592175
M3C1I1.04.00;016;progetto;PUGLIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);52693183.94318182;0;0;52693183.94318182;3;0;0;3;13.508121800873711;13.508121800873711;0;0;3900852
M3C1I1.04.00;004;progetto;TRENTINO ALTO ADIGE / SÜDTIROL;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);31793757.755555555;0;0;31793757.755555555;3;0;0;3;29.56686982122998;29.56686982122998;0;0;1075317
M3C1I1.04.00;020;progetto;SARDEGNA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);50151518.484848484;0;0;50151518.484848484;2;0;0;2;31.841667884538232;31.841667884538232;0;0;1575028
M3C1I1.04.00;99;progetto;ITALIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);1163821151;0;0;1163821151;4;0;0;4;19.77581940080696;19.77581940080696;0;0;58850717
M3C1I1.04.00;018;progetto;CALABRIA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);50151518.484848484;0;0;50151518.484848484;2;0;0;2;27.237016501845698;27.237016501845698;0;0;1841300
M3C1I1.04.00;017;progetto;BASILICATA;M3;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS) (M3C1I1.04.00);48318184.31818182;0;0;48318184.31818182;2;0;0;2;90.0351700394139;90.0351700394139;0;0;536659
M3C1I1.05.00;011;progetto;MARCHE;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);419480434.35;0;0;419480434.35;7;0;0;7;283.2721412320989;283.2721412320989;0;0;1480839
M3C1I1.05.00;003;progetto;LOMBARDIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);1401321274.2999997;0;0;1401321274.2999997;18;0;0;18;140.8258071910617;140.8258071910617;0;0;9950742
M3C1I1.05.00;005;progetto;VENETO;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);1717525662.1333332;0;0;1717525662.1333332;15;0;0;15;354.9888073511933;354.9888073511933;0;0;4838253
M3C1I1.05.00;002;progetto;VALLE D'AOSTA / VALLÉE D'AOSTE;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);31298590.5;0;0;31298590.5;2;0;0;2;254.5532145907039;254.5532145907039;0;0;122955
M3C1I1.05.00;008;progetto;EMILIA-ROMAGNA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);592031571.9333334;0;0;592031571.9333334;10;0;0;10;133.73414661344995;133.73414661344995;0;0;4426929
M3C1I1.05.00;007;progetto;LIGURIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);496721592.3333333;0;0;496721592.3333333;10;0;0;10;330.5694520607506;330.5694520607506;0;0;1502624
M3C1I1.05.00;013;progetto;ABRUZZO;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);158761438.35;0;0;158761438.35;6;0;0;6;125.02278861449294;125.02278861449294;0;0;1269860
M3C1I1.05.00;019;progetto;SICILIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);1098363586;0;0;1098363586;6;0;0;6;228.729680617474;228.729680617474;0;0;4802016
M3C1I1.05.00;001;progetto;PIEMONTE;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);991222693.5666667;0;0;991222693.5666667;17;0;0;17;233.73836371013587;233.73836371013587;0;0;4240736
M3C1I1.05.00;012;progetto;LAZIO;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);1132288958.3333333;0;0;1132288958.3333333;16;0;0;16;198.39963861465014;198.39963861465014;0;0;5707112
M3C1I1.05.00;006;progetto;FRIULI-VENEZIA GIULIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);475793985;0;0;475793985;6;0;0;6;399.09207920542934;399.09207920542934;0;0;1192191
M3C1I1.05.00;009;progetto;TOSCANA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);802350575.1666667;0;0;802350575.1666667;10;0;0;10;219.75271781801106;219.75271781801106;0;0;3651152
M3C1I1.05.00;016;progetto;PUGLIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);594439554.85;0;0;594439554.85;6;0;0;6;152.3871079574411;152.3871079574411;0;0;3900852
M3C1I1.05.00;015;progetto;CAMPANIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);163305393;0;0;163305393;3;0;0;3;29.20248257609964;29.20248257609964;0;0;5592175
M3C1I1.05.00;010;progetto;UMBRIA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);85084093.33333334;0;0;85084093.33333334;3;0;0;3;99.61410562161966;99.61410562161966;0;0;854137
M3C1I1.05.00;020;progetto;SARDEGNA;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);100002942;0;0;100002942;2;0;0;2;63.49280266763512;63.49280266763512;0;0;1575028
M3C1I1.05.00;014;progetto;MOLISE;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);200965231.85;0;0;200965231.85;5;0;0;5;693.3661049199558;693.3661049199558;0;0;289840
M3C1I1.05.00;004;progetto;TRENTINO ALTO ADIGE / SÜDTIROL;M3;Potenziamento dei nodi ferroviari metropolitani e dei collegamenti nazionali chiave (M3C1I1.05.00);353600823;0;0;353600823;3;0;0;3;328.8340303371006;328.8340303371006;0;0;1075317
M3C1I1.06.00;015;progetto;CAMPANIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);109000000;0;0;109000000;3;0;0;3;19.49152163514196;19.49152163514196;0;0;5592175
M3C1I1.06.00;016;in gara;PUGLIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;220910000;0;220910000;0;58;0;58;56.63121800058039;0;56.63121800058039;0;3900852
M3C1I1.06.00;006;in gara;FRIULI-VENEZIA GIULIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;41090000;0;41090000;0;1;0;1;34.465953861419855;0;34.465953861419855;0;1192191
M3C1I1.06.00;016;aggiudicato;PUGLIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;0;165000000;165000000;0;0;20;20;42.298451722854395;0;0;42.298451722854395;3900852
M3C1I1.06.00;001;in gara;PIEMONTE;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;120500000;0;120500000;0;1;0;1;28.414878926676877;0;28.414878926676877;0;4240736
M3C1I1.06.00;010;progetto;UMBRIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);163000000;0;0;163000000;1;0;0;1;190.83589634918053;190.83589634918053;0;0;854137
M3C1I1.06.00;016;progetto;PUGLIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);36500000;0;0;36500000;4;0;0;4;9.356930229601122;9.356930229601122;0;0;3900852
M3C1I1.06.00;018;in gara;CALABRIA;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;60000000;0;60000000;0;1;0;1;32.58567316569815;0;32.58567316569815;0;1841300
M3C1I1.06.00;001;aggiudicato;PIEMONTE;M3;Potenziamento delle linee regionali: Miglioramento delle ferrovie regionali (gestione RFI) (M3C1I1.06.00);0;0;20000000;20000000;0;0;1;1;4.716162477456743;0;0;4.716162477456743;4240736
M3C1I1.07.00;016;progetto;PUGLIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);800856434.9714285;0;0;800856434.9714285;12;0;0;12;205.30295303985605;205.30295303985605;0;0;3900852
M3C1I1.07.00;017;progetto;BASILICATA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);667190898.9714286;0;0;667190898.9714286;9;0;0;9;1243.2306156636312;1243.2306156636312;0;0;536659
M3C1I1.07.00;019;progetto;SICILIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);733792822.5714285;0;0;733792822.5714285;7;0;0;7;152.80932478597083;152.80932478597083;0;0;4802016
M3C1I1.07.00;015;progetto;CAMPANIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);339025623.3047619;0;0;339025623.3047619;6;0;0;6;60.62500249093812;60.62500249093812;0;0;5592175
M3C1I1.07.00;018;progetto;CALABRIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);571914843.9047619;0;0;571914843.9047619;7;0;0;7;310.60383636819745;310.60383636819745;0;0;1841300
M3C1I1.07.00;014;progetto;MOLISE;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);279806855.97142863;0;0;279806855.97142863;8;0;0;8;965.383853061788;965.383853061788;0;0;289840
M3C1I1.07.00;020;progetto;SARDEGNA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);308071428.57142854;0;0;308071428.57142854;3;0;0;3;195.59742974183857;195.59742974183857;0;0;1575028
M3C1I1.07.00;003;progetto;LOMBARDIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);851877737;0;0;851877737;2;0;0;2;85.60946882152105;85.60946882152105;0;0;9950742
M3C1I1.07.00;013;progetto;ABRUZZO;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);26666667.333333336;0;0;26666667.333333336;2;0;0;2;20.999690779561003;20.999690779561003;0;0;1269860
M3C1I1.07.00;012;progetto;LAZIO;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);25858919.4;0;0;25858919.4;2;0;0;2;4.530999111284306;4.530999111284306;0;0;5707112
M3C1I1.07.00;99;progetto;ITALIA;M3;Potenziamento elettrificazione e aumento della resilienza delle ferrovie nel Sud (M3C1I1.07.00);13500000;0;0;13500000;1;0;0;1;0.2293939766273366;0.2293939766273366;0;0;58850717
M3C1I1.08.00;018;progetto;CALABRIA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;23.760386683321567;23.760386683321567;0;0;1841300
M3C1I1.08.00;016;progetto;PUGLIA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);47750000;0;0;47750000;2;0;0;2;12.240915574341194;12.240915574341194;0;0;3900852
M3C1I1.08.00;015;progetto;CAMPANIA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);47750000;0;0;47750000;2;0;0;2;8.538717046587418;8.538717046587418;0;0;5592175
M3C1I1.08.00;013;progetto;ABRUZZO;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;34.45261682390185;34.45261682390185;0;0;1269860
M3C1I1.08.00;019;progetto;SICILIA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;9.110756815470836;9.110756815470836;0;0;4802016
M3C1I1.08.00;010;progetto;UMBRIA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;51.221291198016246;51.221291198016246;0;0;854137
M3C1I1.08.00;017;progetto;BASILICATA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;81.5229037433454;81.5229037433454;0;0;536659
M3C1I1.08.00;020;progetto;SARDEGNA;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);43750000;0;0;43750000;1;0;0;1;27.77728395939628;27.77728395939628;0;0;1575028
M3C1I1.08.00;011;progetto;MARCHE;M3;Miglioramento delle stazioni ferroviarie (gestite da RFI nel Sud) (M3C1I1.08.00);4000000;0;0;4000000;1;0;0;1;2.7011714305201306;2.7011714305201306;0;0;1480839
M3C2I1.01.00;006;aggiudicato;FRIULI-VENEZIA GIULIA;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);0;0;17120000;17120000;0;0;2;2;14.360115115782621;0;0;14.360115115782621;1192191
M3C2I1.01.00;009;progetto;TOSCANA;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);3400000;0;0;3400000;5;0;0;5;0.9312129432025837;0.9312129432025837;0;0;3651152
M3C2I1.01.00;007;progetto;LIGURIA;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);38006650;0;0;38006650;12;0;0;12;25.293519869242072;25.293519869242072;0;0;1502624
M3C2I1.01.00;006;progetto;FRIULI-VENEZIA GIULIA;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);2064000;0;0;2064000;2;0;0;2;1.731266214893419;1.731266214893419;0;0;1192191
M3C2I1.01.00;005;progetto;VENETO;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);2031762;0;0;2031762;2;0;0;2;0.4199371136647877;0.4199371136647877;0;0;4838253
M3C2I1.01.00;012;progetto;LAZIO;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);6925618;0;0;6925618;4;0;0;4;1.2135065861682757;1.2135065861682757;0;0;5707112
M3C2I1.01.00;020;progetto;SARDEGNA;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);4350000;0;0;4350000;2;0;0;2;2.761855662248544;2.761855662248544;0;0;1575028
M3C2I1.01.00;011;progetto;MARCHE;M3;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti (M3C2I1.01.00);110400;0;0;110400;1;0;0;1;0.07455233148235561;0.07455233148235561;0;0;1480839
M3C2I2.02.01;99;progetto;ITALIA;M3;Digitalizzazione della manutenzione e gestione dei dati aeronautici (M3C2I2.02.01);30000000;0;0;30000000;3;0;0;3;0.5097643925051925;0.5097643925051925;0;0;58850717
M3C2I2.02.02;005;progetto;VENETO;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;0.9755587399005384;0.9755587399005384;0;0;4838253
M3C2I2.02.02;001;progetto;PIEMONTE;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);6475000;0;0;6475000;2;0;0;2;1.5268576020766207;1.5268576020766207;0;0;4240736
M3C2I2.02.02;006;progetto;FRIULI-VENEZIA GIULIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;3.9590971580896013;3.9590971580896013;0;0;1192191
M3C2I2.02.02;003;progetto;LOMBARDIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);3805000;0;0;3805000;1;0;0;1;0.38238354486529746;0.38238354486529746;0;0;9950742
M3C2I2.02.02;012;progetto;LAZIO;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);5560000;0;0;5560000;2;0;0;2;0.9742230396039188;0.9742230396039188;0;0;5707112
M3C2I2.02.02;009;progetto;TOSCANA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;1.2927426740929986;1.2927426740929986;0;0;3651152
M3C2I2.02.02;016;progetto;PUGLIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;1.2099920735265013;1.2099920735265013;0;0;3900852
M3C2I2.02.02;99;progetto;ITALIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);23500000;0;0;23500000;2;0;0;2;0.39931544079573406;0.39931544079573406;0;0;58850717
M3C2I2.02.02;018;progetto;CALABRIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;2.563406289034921;2.563406289034921;0;0;1841300
M3C2I2.02.02;015;progetto;CAMPANIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;0.8440365331914684;0.8440365331914684;0;0;5592175
M3C2I2.02.02;007;progetto;LIGURIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;3.141171710288136;3.141171710288136;0;0;1502624
M3C2I2.02.02;019;progetto;SICILIA;M3;Ottimizzazione delle procedure di avvicinamento APT (M3C2I2.02.02);4720000;0;0;4720000;1;0;0;1;0.9829205067205107;0.9829205067205107;0;0;4802016
M4C1I1.01.00;008;in gara;EMILIA-ROMAGNA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);0;61396649;0;61396649;0;44;0;44;13.86890302509934;0;13.86890302509934;0;4426929
M4C1I1.01.00;005;progetto;VENETO;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);116589815;0;0;116589815;75;0;0;75;24.09750275564341;24.09750275564341;0;0;4838253
M4C1I1.01.00;010;progetto;UMBRIA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);27904391;0;0;27904391;24;0;0;24;32.669689991184086;32.669689991184086;0;0;854137
M4C1I1.01.00;003;progetto;LOMBARDIA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);221737183;0;0;221737183;162;0;0;162;22.283482277000047;22.283482277000047;0;0;9950742
M4C1I1.01.00;015;progetto;CAMPANIA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);374514746;0;0;374514746;256;0;0;256;66.97121352604309;66.97121352604309;0;0;5592175
M4C1I1.01.00;011;in gara;MARCHE;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);0;40641593;0;40641593;0;27;0;27;27.444977475606734;0;27.444977475606734;0;1480839
M4C1I1.01.00;019;progetto;SICILIA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);179872306;0;0;179872306;153;0;0;153;37.45766486409042;37.45766486409042;0;0;4802016
M4C1I1.01.00;008;aggiudicato;EMILIA-ROMAGNA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);0;0;40799820.5;40799820.5;0;0;19;19;9.216280744507085;0;0;9.216280744507085;4426929
M4C1I1.01.00;012;progetto;LAZIO;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);169384900;0;0;169384900;119;0;0;119;29.67961729154781;29.67961729154781;0;0;5707112
M4C1I1.01.00;020;progetto;SARDEGNA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);78032159;0;0;78032159;71;0;0;71;49.54334716589165;49.54334716589165;0;0;1575028
M4C1I1.01.00;008;progetto;EMILIA-ROMAGNA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);120284836;0;0;120284836;82;0;0;82;27.17116899774087;27.17116899774087;0;0;4426929
M4C1I1.01.00;017;progetto;BASILICATA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);49379476;0;0;49379476;51;0;0;51;92.01276043073908;92.01276043073908;0;0;536659
M4C1I1.01.00;019;in gara;SICILIA;M4;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia (M4C1I1.01.00);0;44885046;0;44885046;0;24;0;24;9.34712545730793;0;9.34712545730793;0;4802016
